888
speech
690, 370,d1,87
690, 370,fan_o,140
690, 370,fan_aei,163
690, 370,fan_cdgknstxyz,97
690, 370,fan_o,160
690, 370,fan_u,223
690, 370,fan_bmp,144
690, 370,fan_o,176
690, 370,fan_cdgknstxyz,180
690, 370,fan_l,127
690, 370,fan_aei,100
690, 370,fan_ch,220
690, 370,d1,417
690, 370,fan_aei,147
690, 370,fan_u,190
690, 370,fan_aei,203
690, 370,fan_cdgknstxyz,153
690, 370,fan_o,204
690, 370,fan_ee,140
690, 370,fan_aei,287
690, 370,d1,393
690, 370,fan_bmp,87
690, 370,fan_aei,103
690, 370,fan_l,200
690, 370,fan_ee,130
690, 370,fan_r,130
690, 370,fan_u,264
690, 370,fan_aei,230
690, 370,fan_cdgknstxyz,110
690, 370,fan_u,130
690, 370,fan_bmp,73
690, 370,fan_qw,53
690, 370,fan_aei,137
690, 370,d1,500
