777
speech
1654,84, p1, 124
1654,84, p_r, 105
1654,84, p_cdgknstxyz, 105
1654,84, p_aei, 105
1654,84, p_cdgknstxyz, 105
1654,84, p_r, 105
1654,84, p_ch, 105
1654,84, p_fv, 105
1654,84, p_ee, 105
1654,84, p_cdgknstxyz, 105
1654,84, p_aei, 105
1654,84, p_th, 105
1654,84, p_o, 105
1654,84, p_u, 105
1654,84, p_qw, 105
1654,84, p_aei, 105
1654,84, p_ee, 105
1654,84, p_u, 105
1654,84, p_qw, 105
1654,84, p_bmp, 105
1654,84, p_cdgknstxyz, 105
1654,84, p_ee, 105
1654,84, p_l, 105
1654,84, p_ch, 105
1654,84, p_cdgknstxyz, 118
1654,84, p1, 500
