777
speech
1654,84, p1, 87
1654,84, p_cdgknstxyz, 100
1654,84, p_aei, 100
1654,84, p_fv, 100
1654,84, p_cdgknstxyz, 100
1654,84, p_o, 100
1654,84, p_ee, 100
1654,84, p_cdgknstxyz, 100
1654,84, p_ch, 100
1654,84, p_cdgknstxyz, 100
1654,84, p_ch, 100
1654,84, p_aei, 100
1654,84, p_u, 150
1654,84, p1, 196
1654,84, p_aei, 100
1654,84, p_l, 100
1654,84, p_aei, 105
1654,84, p1, 61
1654,84, p_th, 100
1654,84, p_aei, 100
1654,84, p_r, 100
1654,84, p_cdgknstxyz, 100
1654,84, p_aei, 100
1654,84, p_cdgknstxyz, 100
1654,84, p_aei, 100
1654,84, p_o, 100
1654,84, p_l, 100
1654,84, p_aei, 100
1654,84, p_bmp, 138
1654,84, p1, 52
1654,84, p_aei, 100
1654,84, p_u, 100
1654,84, p_l, 100
1654,84, p_r, 163
1654,84, p1, 500
