100
loop
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
darsius_blink1, 750, 250
darsius_blink2, 750, 250
darsius_blink1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
p1, 750, 250
