100
loop
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
cook1_blink1, 1017, 262
cook1_blink2, 1017, 262
cook1_blink1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
p1, 1017, 262
