100
loop
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
peddler_blink1, 1027, 281
peddler_blink2, 1027, 281
peddler_blink1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
p1, 1027, 281
